generation;individual;reservoir_size;outputs;spectral_radius;sparsity;-nn-units1;-nn-activations1;-nn-units2;-nn-activations2;-nn-units3;-nn-activations3;-nn-units4;-nn-activations4;time_exec;test_validation;esn_params;nn_params;nn_hidden_layer;score;best
3;8;2;1;0.8;0.8;57;relu;31;relu;212;relu;31;relu;1.983034372329712;0.3829787234042553;4012004;129306;4;0.5142990467351929;0.0
3;9;270;1;0.8;0.8;60;relu;159;relu;220;relu;28;relu;2.4970345497131348;0.4090909090909091;5692900;171205;4;0.5128676416297576;0.0
3;10;426;1;0.8;0.8;195;relu;8;relu;183;relu;79;softmax;2.746222972869873;0.3684210526315789;6737476;408106;4;0.43393782888778454;0.0
3;11;258;1;0.8;0.8;193;relu;157;relu;23;relu;79;relu;2.45515513420105;0.3529411764705882;5614564;422341;4;0.43262433697029135;0.0
3;12;290;1;0.8;0.8;461;relu;24;relu;23;relu;73;relu;3.129833936691284;0.2564102564102564;5824100;936024;4;0.28167661025563134;1.0
3;13;314;1;0.8;0.8;312;relu;138;relu;246;relu;29;relu;2.709409236907959;0.27272727272727276;5982596;708923;4;0.3185640373579637;0.0
3;14;298;1;0.8;0.8;461;relu;8;relu;151;relu;79;relu;3.5605435371398926;0.37499999999999994;5876804;939684;4;0.39916747217868187;0.0
3;15;363;1;0.8;0.8;461;relu;12;relu;215;relu;79;relu;3.1901464462280273;0.36363636363636365;6309769;948024;4;0.3809550570023097;0.0
3;16;266;1;0.8;0.8;197;relu;12;relu;151;relu;79;relu;3.283032178878784;0.32558139534883723;5666756;410704;4;0.40570661486288156;0.0
3;17;258;1;0.8;0.8;65;relu;29;relu;23;relu;79;relu;2.4785237312316895;0.2222222222222222;5614564;134725;4;0.3307446468602499;0.0
3;18;290;1;0.8;0.8;237;relu;29;relu;150;relu;75;relu;2.5799732208251953;0.34146341463414637;5824100;497116;4;0.4107390855704472;0.0
3;19;266;1;0.8;0.8;193;relu;12;relu;151;relu;79;relu;2.408036470413208;0.2777777777777778;5666756;402652;4;0.3587103715507013;0.0
3;20;336;1;0.8;0.8;193;relu;29;relu;151;relu;79;relu;2.522406578063965;0.3809523809523809;6128896;408517;4;0.4548792149245165;0.0
3;21;288;1;0.8;0.8;248;relu;27;relu;214;relu;27;relu;2.524493932723999;0.32558139534883723;5810944;514824;4;0.3932641802482655;0.0
3;22;291;1;0.8;0.8;89;softmax;31;relu;214;relu;91;relu;2.6003096103668213;0.0;5830681;207476;4;0.09822649214680337;1.0
3;23;46;1;0.8;0.8;60;relu;142;relu;86;relu;29;relu;2.578988790512085;0.34146341463414637;4278116;143603;4;0.4676547157946692;0.0
3;24;422;1;0.8;0.8;248;softmax;31;relu;214;relu;27;relu;3.2812657356262207;0.0;6710084;516676;4;0.05501084842880204;1.0
3;25;298;1;0.8;0.8;463;relu;8;relu;23;relu;79;relu;3.33296537399292;0.25531914893617025;5876804;932438;4;0.2802131777318217;1.0
3;26;270;1;0.8;0.8;52;relu;204;relu;31;relu;91;relu;2.5630033016204834;0.4;5692900;124315;4;0.508478394113469;0.0
3;27;298;1;0.8;0.8;145;relu;4;relu;151;relu;79;relu;3.49202561378479;0.4;5876804;303652;4;0.4879424181080698;0.0
3;28;258;1;0.8;0.8;97;relu;29;relu;55;relu;79;relu;3.5025453567504883;0.3181818181818182;5614564;203173;4;0.4198409599992099;0.0
